link_facebook_doi_tuong,Friend1,Friend2,Friend3,Friend4,Friend5
https://www.facebook.com/profile.php?id=61550489318359,https://www.facebook.com/dangbuiit1,https://www.facebook.com/profile.php?id=61550764131612,,,
